3,D15,"6,213"
3,D17,"6,439"
3,G15,"6,213"
3,G17,"6,439"
4,X,0
4,E,0
5,A,0
5,D,0
6,B,0
6,S,"2,300"
7,A,503
7,G,117
7,T,0
8,D,"2,020"
8,H,0
8,N,123
9,D,"1,435"
9,F,0
9,N,67
10,E,0
10,H,0
10,T,64
11,C,0
11,H,47
11,M,28
11,P,28
11,Y,28
12,A,0
12,B,0
12,E,75
12,G,45
12,H,45
