3,D10,"1,724"
3,G10,"1,724"
4,X,0
4,E,0
4,S,0
4,I,0
5,K,0
5,R,0
6,B,0
6,C,(-25)
6,G,"2,076"
6,M,"2,815"
6,N,888
6,P,358
6,R,"4,301"
6,S,"1,376"
6,T,"6,066"
7,A,263
7,E,49
7,G,66
7,J,828
7,P,66
7,T,0
8,C,389
8,D,"1,499"
8,H,18
8,S,0
8,T,585
9,C,318
9,D,958
9,F,0
9,N,64
9,T,576
10,E,0
10,H,0
10,T,39
11,C,0
11,H,33
11,M,19
11,P,19
11,T,80
11,Y,19
12,A,0
12,B,0
12,C,40
12,E,40
12,G,28
12,H,28
