3,F20,754
3,F21,754
3,F22,754
3,G20,754
3,G21,754
3,G22,754
4,X,0
4,E,0
4,S,0
4,B,0
4,G,0
5,A,0
5,D,0
6,B,0
6,M,279
6,P,0
6,S,218
6,T,"1,421"
7,A,123
7,E,31
7,G,31
7,J,294
7,P,31
7,T,0
8,C,133
8,D,464
8,H,0
8,S,7
8,T,156
9,C,122
9,D,299
9,F,0
9,N,12
9,T,194
10,E,0
10,T,24
11,C,0
11,H,14
11,M,7
11,P,7
11,T,30
11,Y,7
12,G,0
12,J,16
12,K,16
