3,D03,"1,288"
3,M03,"1,288"
3,G03,"1,288"
3,G13,"1,288"
4,X,0
4,E,0
5,M,0
6,B,0
6,S,931
7,E,93
7,G,93
7,P,93
7,T,0
8,H,0
8,S,10
9,F,0
9,N,19
10,E,0
10,S,0
11,M,12
11,P,0
12,A,0
12,G,25
12,J,34
12,K,34
