3,D03,"1,288"
3,M03,"1,288"
3,G03,"1,288"
3,G13,"1,288"
4,X,0
4,E,0
4,S,0
4,B,0
4,G,0
5,A,0
5,D,0
5,K,0
6,B,0
6,M,"1,305"
6,P,186
6,S,751
6,T,"4,831"
7,A,350
7,E,93
7,G,93
7,J,481
7,P,93
7,T,0
8,C,374
8,D,"1,457"
8,H,0
8,S,10
8,T,457
9,C,402
9,D,870
9,F,0
9,N,19
9,T,612
10,E,0
10,S,0
10,T,60
11,C,0
11,H,33
11,M,12
11,P,0
11,T,80
11,Y,12
12,A,0
12,G,25
12,J,34
12,K,34
