3,D12,"2,433"
3,G12,"2,433"
4,X,0
5,E,0
5,S,0
6,I,0
5,K,0
5,R,0
6,B,0
6,C,(-25)
6,S,"1,376"
7,E,49
7,G,66
7,J,828
7,P,66
7,T,0
8,C,389
8,D,"1,499"
8,H,18
8,S,0
9,C,318
9,D,958
9,F,0
9,N,64
10,E,0
11,C,0
11,H,33
11,M,19
11,P,19
11,Y,19
12,A,0
12,B,0
12,C,47
12,E,47
12,G,34
